Name,Born Day,Born Place,Died Day,Age,Movement,Nationality,Small Summary,Latitude Born,Longitude Born,Painting 1 Title,Painting 1 Link,Painting 1 Year,Painting 1 Attribution,Painting 2 Title,Painting 2 Link,Painting 2 Year,Painting 2 Attribution,Painting 3 Title,Painting 3 Link,Painting 3 Year,Painting 3 Attribution,Artist Picture,Artist Picutre Attribution
Pablo Picasso,25 October 1881,"Malaga, Spain",8 April 1973,91,"Cubism, Surrealism",Spanish,"Pablo Ruiz Picasso was a Spanish painter, sculptor, printmaker, ceramicist, stage designer, poet and playwright who spent most of his adult life in France. Regarded as one of the most influential artists of the 20th century, he is known for co-founding the Cubist movement, the invention of constructed sculpture, the co-invention of collage, and for the wide variety of styles that he helped develop and explore. Among his most famous works are the proto-Cubist Les Demoiselles d'Avignon (1907), and Guernica (1937), a dramatic portrayal of the bombing of Guernica by the German and Italian airforces during the Spanish Civil War. ",36.721275,-4.421399,Guernica,https://upload.wikimedia.org/wikipedia/en/7/74/PicassoGuernica.jpg,1937,"By PICASSO, la exposición del Reina-Prado. Guernica is in the collection of <a href=""//en.wikipedia.org/wiki/Museo_Reina_Sofia"" class=""mw-redirect"" title=""Museo Reina Sofia"">Museo Reina Sofia</a>, <a href=""//en.wikipedia.org/wiki/Madrid"" title=""Madrid"">Madrid</a>.Source page: <a rel=""nofollow"" class=""external free"" href=""http://www.picassotradicionyvanguardia.com/08R.php"">http://www.picassotradicionyvanguardia.com/08R.php</a> (<a rel=""nofollow"" class=""external text"" href=""https://web.archive.org/web/20071010045304/http://www.picassotradicionyvanguardia.com/08R.php"">archive.org</a>), <a href=""//en.wikipedia.org/wiki/File:PicassoGuernica.jpg"" title=""Fair use"">Fair use</a>, <a href=""https://en.wikipedia.org/w/index.php?curid=1683114"">Link</a>",Les Demoiselles d'Avignon,https://upload.wikimedia.org/wikipedia/en/thumb/4/4c/Les_Demoiselles_d%27Avignon.jpg/1024px-Les_Demoiselles_d%27Avignon.jpg,1907,"By <a href=""//en.wikipedia.org/wiki/Pablo_Picasso"" title=""Pablo Picasso"">Pablo Picasso</a> - Museum of Modern Art, New York, <a href=""//en.wikipedia.org/wiki/File:Les_Demoiselles_d%27Avignon.jpg"" title=""Public domain in the United States"">PD-US</a>, <a href=""https://en.wikipedia.org/w/index.php?curid=547064"">Link</a>",The Old Guitarist,https://upload.wikimedia.org/wikipedia/en/thumb/b/bc/Old_guitarist_chicago.jpg/800px-Old_guitarist_chicago.jpg,1903,"By <a href=""//en.wikipedia.org/wiki/Pablo_Picasso"" title=""Pablo Picasso"">Pablo Picasso</a> - <a rel=""nofollow"" class=""external text"" href=""http://www.artic.edu/aic/collections/artwork/28067?search_no=5&amp;index=0"">The Art Institute of Chicago</a> and <a rel=""nofollow"" class=""external text"" href=""http://jacquelinemhadel.com/tag/pablo-picasso/"">jacquelinemhadel.com</a>, <a href=""//en.wikipedia.org/wiki/File:Old_guitarist_chicago.jpg"" title=""Public domain in the United States"">PD-US</a>, <a href=""https://en.wikipedia.org/w/index.php?curid=31832131"">Link</a>",https://upload.wikimedia.org/wikipedia/commons/b/b8/Portrait_de_Picasso%2C_1908.jpg,"By <span lang=""en"">Anonymous</span> - <a rel=""nofollow"" class=""external text"" href=""http://www.photo.rmn.fr/archive/90-008868-2C6NU0X1XDIK.html"">Photo (C) RMN-Grand Palais</a>, Public Domain, <a href=""https://commons.wikimedia.org/w/index.php?curid=41477833"">Link</a>"
Vincent Van Gogh,30 March 1853,"Zundert, Netherlands",29 July 1890,37,Post-Impressionism,Dutch,"Vincent Willem van Gogh was a Dutch post-impressionist painter who is among the most famous and influential figures in the history of Western art. In just over a decade he created about 2,100 artworks, including around 860 oil paintings, most of them in the last two years of his life. They include landscapes, still lifes, portraits and self-portraits, and are characterised by bold colours and dramatic, impulsive and expressive brushwork that contributed to the foundations of modern art. He was not commercially successful, and his suicide at 37 followed years of mental illness and poverty. ",51.47022,4.661047,Sunflowers,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9d/Vincent_van_Gogh_-_Sunflowers_-_VGM_F458.jpg/800px-Vincent_van_Gogh_-_Sunflowers_-_VGM_F458.jpg,1889,"By <a href=""https://en.wikipedia.org/wiki/en:Vincent_van_Gogh"" class=""extiw"" title=""w:en:Vincent van Gogh"">Vincent van Gogh</a> - <a rel=""nofollow"" class=""external free"" href=""http://www.nationalgallery.org.uk/paintings/vincent-van-gogh-sunflowers/50136"">http://www.nationalgallery.org.uk/paintings/vincent-van-gogh-sunflowers/50136</a>, Public Domain, <a href=""https://commons.wikimedia.org/w/index.php?curid=31177739"">Link</a>",The Starry Night,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ea/Van_Gogh_-_Starry_Night_-_Google_Art_Project.jpg/1280px-Van_Gogh_-_Starry_Night_-_Google_Art_Project.jpg,1889,"By <a href=""https://en.wikipedia.org/wiki/en:Vincent_van_Gogh"" class=""extiw"" title=""w:en:Vincent van Gogh"">Vincent van Gogh</a> - <a rel=""nofollow"" class=""external text"" href=""//www.google.com/culturalinstitute/asset-viewer/bgEuwDxel93-Pg"">bgEuwDxel93-Pg at Google Cultural Institute</a>, zoom level maximum, Public Domain, <a href=""https://commons.wikimedia.org/w/index.php?curid=25498286"">Link</a>",The Night Café,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ec/Le_caf%C3%A9_de_nuit_%28The_Night_Caf%C3%A9%29_by_Vincent_van_Gogh.jpeg/1280px-Le_caf%C3%A9_de_nuit_%28The_Night_Caf%C3%A9%29_by_Vincent_van_Gogh.jpeg,1888,"By <a href=""https://en.wikipedia.org/wiki/en:Vincent_van_Gogh"" class=""extiw"" title=""w:en:Vincent van Gogh"">Vincent van Gogh</a> - <a rel=""nofollow"" class=""external text"" href=""http://artgallery.yale.edu/collections/objects/12507"">Yale University Art Gallery</a>, Public Domain, <a href=""https://commons.wikimedia.org/w/index.php?curid=13271135"">Link</a>",https://upload.wikimedia.org/wikipedia/commons/thumb/4/4c/Vincent_van_Gogh_-_Self-Portrait_-_Google_Art_Project_%28454045%29.jpg/800px-Vincent_van_Gogh_-_Self-Portrait_-_Google_Art_Project_%28454045%29.jpg,"By <a href=""https://en.wikipedia.org/wiki/en:Vincent_van_Gogh"" class=""extiw"" title=""w:en:Vincent van Gogh"">Vincent van Gogh</a> - <a rel=""nofollow"" class=""external text"" href=""//www.google.com/culturalinstitute/asset-viewer/mwF3N6F_RfJ4_w"">mwF3N6F_RfJ4_w at Google Cultural Institute</a> maximum zoom level, Public Domain, <a href=""https://commons.wikimedia.org/w/index.php?curid=21977797"">Link</a>"
Michelangelo,6 March 1475,"Tuscany, Italy",18 February 1564,88,High Renaissance,Italian,"Michelangelo di Lodovico Buonarroti Simoni or more commonly known by his first name Michelangelo was an Italian sculptor, painter, architect and poet of the High Renaissance born in the Republic of Florence, who exerted an unparalleled influence on the development of Western art. Considered by many the greatest artist of his lifetime, and by some the greatest artist of all time, his artistic versatility was of such a high order that he is often considered a contender for the title of the archetypal Renaissance man, along with his rival, the fellow Florentine and client of the Medici, Leonardo da Vinci.",43.771049,11.248621,Pieta,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6c/Michelangelo%27s_Pieta_5450_cut_out_black.jpg/1024px-Michelangelo%27s_Pieta_5450_cut_out_black.jpg,1499,"By <a href=""//commons.wikimedia.org/wiki/User:Glimz"" title=""User:Glimz"">Stanislav Traykov</a>, <a href=""//commons.wikimedia.org/wiki/User:Niabot"" title=""User:Niabot"">Niabot</a> (cut out) - <a href=""//commons.wikimedia.org/wiki/File:Michelangelo%27s_Pieta_5450.jpg"" title=""File:Michelangelo's Pieta 5450.jpg"">Image:Michelangelo's Pieta 5450.jpg</a>, <a href=""https://creativecommons.org/licenses/by/2.5"" title=""Creative Commons Attribution 2.5"">CC BY 2.5</a>, <a href=""https://commons.wikimedia.org/w/index.php?curid=3667082"">Link</a>",Sistene Chapel,https://upload.wikimedia.org/wikipedia/commons/thumb/1/12/Vatican-ChapelleSixtine-Plafond.jpg/1280px-Vatican-ChapelleSixtine-Plafond.jpg,1512,"By <a href=""https://fr.wikipedia.org/wiki/User:Jean-Christophe_BENOIST"" class=""extiw"" title=""fr:User:Jean-Christophe BENOIST"">Jean-Christophe BENOIST</a> - <span class=""int-own-work"" lang=""en"">Own work</span>, <a href=""https://creativecommons.org/licenses/by/2.5"" title=""Creative Commons Attribution 2.5"">CC BY 2.5</a>, <a href=""https://commons.wikimedia.org/w/index.php?curid=2553662"">Link</a>",The Last Judgement,https://upload.wikimedia.org/wikipedia/commons/thumb/7/79/Last_Judgement_by_Michelangelo.jpg/800px-Last_Judgement_by_Michelangelo.jpg,1541,"By <a href=""https://en.wikipedia.org/wiki/en:Michelangelo"" class=""extiw"" title=""w:en:Michelangelo"">Michelangelo</a> - derivated work from <a href=""//commons.wikimedia.org/wiki/File:Last_Judgement_(Michelangelo).jpg"" class=""image""></a>, Public Domain, <a href=""https://commons.wikimedia.org/w/index.php?curid=27702899"">Link</a>",https://upload.wikimedia.org/wikipedia/commons/thumb/5/5e/Miguel_%C3%81ngel%2C_por_Daniele_da_Volterra_%28detalle%29.jpg/800px-Miguel_%C3%81ngel%2C_por_Daniele_da_Volterra_%28detalle%29.jpg,"By <a href=""https://en.wikipedia.org/wiki/en:Daniele_da_Volterra"" class=""extiw"" title=""w:en:Daniele da Volterra"">Daniele da Volterra</a> - <a rel=""nofollow"" class=""external text"" href=""https://www.metmuseum.org/art/collection/search/436771"">Metropolitan Museum of Art, online collection (The Met object ID 436771)</a>, Public Domain, <a href=""https://commons.wikimedia.org/w/index.php?curid=47039500"">Link</a>"
Edouard Manet,23 January 1832,"Paris, France",30 April 1883,51,"Realism, Impressionism",French,"Edouard Manet was a French modernist painter. He was one of the first 19th-century artists to paint modern life, and a pivotal figure in the transition from Realism to Impressionism. ",48.856613,2.352222,Nana,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ed/Edouard_Manet_037.jpg/800px-Edouard_Manet_037.jpg,1877,"By <a href=""https://en.wikipedia.org/wiki/en:%C3%89douard_Manet"" class=""extiw"" title=""w:en:Édouard Manet"">Édouard Manet</a> - 1. The Yorck Project (<span style=""white-space:nowrap"">2002</span>) 10.000 Meisterwerke der Malerei (DVD-ROM), distributed by <a href=""//commons.wikimedia.org/wiki/Commons:10,000_paintings_from_Directmedia"" title=""Commons:10,000 paintings from Directmedia"">DIRECTMEDIA</a> Publishing GmbH. <a href=""https://en.wikipedia.org/wiki/International_Standard_Book_Number"" class=""extiw"" title=""en:International Standard Book Number"">ISBN</a>: <a href=""//commons.wikimedia.org/wiki/Special:BookSources/3936122202"" title=""Special:BookSources/3936122202"">3936122202</a>. 2. <a rel=""nofollow"" class=""external text"" href=""http://www.bridgemanimages.com/en-GB/asset/148292"">The Bridgeman Art Library, Object 148292</a>, Public Domain, <a href=""https://commons.wikimedia.org/w/index.php?curid=154423"">Link</a>",A Bar at the Folies-Bergere,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0d/Edouard_Manet%2C_A_Bar_at_the_Folies-Berg%C3%A8re.jpg/1280px-Edouard_Manet%2C_A_Bar_at_the_Folies-Berg%C3%A8re.jpg,1882,"By <a href=""https://en.wikipedia.org/wiki/en:%C3%89douard_Manet"" class=""extiw"" title=""w:en:Édouard Manet"">Édouard Manet</a> - <a rel=""nofollow"" class=""external text"" href=""http://www.courtauld.ac.uk/GALLERY/collections/paintings/imppostimp/manet/foliesbergere/index.shtml"">Museum page</a>, Public Domain, <a href=""https://commons.wikimedia.org/w/index.php?curid=5710069"">Link</a>",Music in the Tuileries,https://upload.wikimedia.org/wikipedia/commons/thumb/9/94/MANET_-_M%C3%BAsica_en_las_Tuller%C3%ADas_%28National_Gallery%2C_Londres%2C_1862%29.jpg/1920px-MANET_-_M%C3%BAsica_en_las_Tuller%C3%ADas_%28National_Gallery%2C_Londres%2C_1862%29.jpg,1862,"By <a href=""https://en.wikipedia.org/wiki/en:%C3%89douard_Manet"" class=""extiw"" title=""w:en:Édouard Manet"">Édouard Manet</a> - <a rel=""nofollow"" class=""external text"" href=""http://www.nationalgallery.org.uk/paintings/edouard-manet-music-in-the-tuileries-gardens"">National Gallery, London</a>, Public Domain, <a href=""https://commons.wikimedia.org/w/index.php?curid=17843928"">Link</a>",https://upload.wikimedia.org/wikipedia/commons/9/9b/%C3%89douard_Manet-crop.jpg,"By <a href=""https://en.wikipedia.org/wiki/en:Nadar"" class=""extiw"" title=""w:en:Nadar"">Nadar</a> - <a href=""//commons.wikimedia.org/wiki/File:%C3%89douard_Manet.jpg"" class=""image""></a>, Public Domain, <a href=""https://commons.wikimedia.org/w/index.php?curid=11500063"">Link</a>"
Edgar Degas,19 July 1834,"Paris, France",27 September 1917,83,Impressionism,French,"Edgar Degas was a French artist famous for his paintings, sculptures, prints, and drawings. He is especially identified with the subject of dance; more than half of his works depict dancers. Regarded as one of the founders of Impressionism, he rejected the term, preferring to be called a realist. He was a superb draftsman, and particularly masterly in depicting movement, as can be seen in his rendition of dancers, racecourse subjects and female nudes. His portraits are notable for their psychological complexity and for their portrayal of human isolation.",48.856613,2.352222,The Dance Class,https://upload.wikimedia.org/wikipedia/commons/thumb/8/81/Edgar_Degas_-_The_Ballet_Class_-_Google_Art_Project.jpg/800px-Edgar_Degas_-_The_Ballet_Class_-_Google_Art_Project.jpg,1876,"By <a href=""https://en.wikipedia.org/wiki/en:Edgar_Degas"" class=""extiw"" title=""w:en:Edgar Degas"">Edgar Degas</a> - <a rel=""nofollow"" class=""external text"" href=""//www.google.com/culturalinstitute/asset-viewer/fwE5p5FTjV9Ezg"">fwE5p5FTjV9Ezg at Google Cultural Institute</a> maximum zoom level, Public Domain, <a href=""https://commons.wikimedia.org/w/index.php?curid=21856240"">Link</a>",Musicians in the Orchestra,https://upload.wikimedia.org/wikipedia/commons/thumb/1/13/Edgar_Degas_-_Orchestra_Musicians_-_Google_Art_Project.jpg/800px-Edgar_Degas_-_Orchestra_Musicians_-_Google_Art_Project.jpg,1872,"By <a href=""https://en.wikipedia.org/wiki/en:Edgar_Degas"" class=""extiw"" title=""w:en:Edgar Degas"">Edgar Degas</a> - <a rel=""nofollow"" class=""external text"" href=""//www.google.com/culturalinstitute/asset-viewer/BQE2I6uLmNmnMA"">BQE2I6uLmNmnMA at Google Cultural Institute</a>, zoom level maximum, Public Domain, <a href=""https://commons.wikimedia.org/w/index.php?curid=29098782"">Link</a>",At the Races,https://upload.wikimedia.org/wikipedia/commons/8/83/Edgar_Degas_-_At_the_Races.jpg,1880,"By <a href=""https://en.wikipedia.org/wiki/en:Edgar_Degas"" class=""extiw"" title=""w:en:Edgar Degas"">Edgar Degas</a> - <a rel=""nofollow"" class=""external free"" href=""http://cgfa.sunsite.dk/degas/index.html"">http://cgfa.sunsite.dk/degas/index.html</a>Transferred from <a class=""external text"" href=""http://en.wikipedia.org"">en.wikipedia</a> to Commons by <a href=""//commons.wikimedia.org/wiki/User:Melesse"" title=""User:Melesse"">User:Melesse</a> using <a rel=""nofollow"" class=""external text"" href=""http://tools.wikimedia.de/~magnus/commonshelper.php"">CommonsHelper</a>., Public Domain, <a href=""https://commons.wikimedia.org/w/index.php?curid=4376292"">Link</a>",https://upload.wikimedia.org/wikipedia/commons/a/a1/Edgar_Degas_self_portrait_1855.jpeg,"By <a href=""https://en.wikipedia.org/wiki/en:Edgar_Degas"" class=""extiw"" title=""w:en:Edgar Degas"">Edgar Degas</a> - Musée d'Orsay, Paris, Public Domain, <a href=""https://commons.wikimedia.org/w/index.php?curid=10891725"">Link</a>"
Claude Monet,14 November 1840,"Paris, France",5 December 1926,86,Impressionism,French,"Oscar-Claude Monet was a French painter, a founder of French Impressionist painting and the most consistent and prolific practitioner of the movement's philosophy of expressing one's perceptions before nature, especially as applied to plein air landscape painting. The term ""Impressionism"" is derived from the title of his painting Impression, soleil levant (Impression, Sunrise), which was exhibited in 1874 in the first of the independent exhibitions mounted by Monet and his associates as an alternative to the Salon de Paris.",48.856613,2.352222,The Woman in the Green Dress,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e8/Claude_Monet_-_Camille.JPG/800px-Claude_Monet_-_Camille.JPG,1866,"By <a href=""https://en.wikipedia.org/wiki/en:Claude_Monet"" class=""extiw"" title=""w:en:Claude Monet"">Claude Monet</a> - <span lang=""en"">Unknown</span>, Public Domain, <a href=""https://commons.wikimedia.org/w/index.php?curid=2326984"">Link</a>","Impression, Sunrise",https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Claude_Monet%2C_Impression%2C_soleil_levant.jpg/1280px-Claude_Monet%2C_Impression%2C_soleil_levant.jpg,1872,"By <a href=""https://en.wikipedia.org/wiki/en:Claude_Monet"" class=""extiw"" title=""w:en:Claude Monet"">Claude Monet</a> - <a rel=""nofollow"" class=""external text"" href=""http://faculty.wartburg.edu/wilson/arthistory/images/29/29-20.jpg"">wartburg.edu</a>, Public Domain, <a href=""https://commons.wikimedia.org/w/index.php?curid=5504881"">Link</a>",Water Lilies and the Japanese bridge,https://upload.wikimedia.org/wikipedia/commons/thumb/9/99/Water-Lilies-and-Japanese-Bridge-%281897-1899%29-Monet.jpg/1024px-Water-Lilies-and-Japanese-Bridge-%281897-1899%29-Monet.jpg,1899,"By <a href=""https://en.wikipedia.org/wiki/en:Claude_Monet"" class=""extiw"" title=""w:en:Claude Monet"">Claude Monet</a> - the-athenaeum.org <a rel=""nofollow"" class=""external autonumber"" href=""http://www.the-athenaeum.org/art/full.php?ID=3788"">[1]</a>, Public Domain, <a href=""https://commons.wikimedia.org/w/index.php?curid=5749305"">Link</a>",https://upload.wikimedia.org/wikipedia/commons/thumb/a/a4/Claude_Monet_1899_Nadar_crop.jpg/800px-Claude_Monet_1899_Nadar_crop.jpg,"By <a href=""https://en.wikipedia.org/wiki/en:Nadar"" class=""extiw"" title=""w:en:Nadar"">Nadar</a> - This is a <a href=""https://en.wikipedia.org/wiki/Image_editing"" class=""extiw"" title=""w:Image editing"">retouched picture</a>, which means that it has been digitally altered from its original version. Modifications: Resim k?rp?ld?, renk ve parlakl?k ayar? yap?ld?. The original can be viewed here: <a href=""//commons.wikimedia.org/wiki/File:Claude_Monet_1899_Nadar.jpg"" title=""File:Claude Monet 1899 Nadar.jpg"">Claude Monet 1899 Nadar.jpg</a>. Modifications made by <a href=""//commons.wikimedia.org/wiki/User:Dsmurat"" title=""User:Dsmurat"">Dsmurat</a>., Public Domain, <a href=""https://commons.wikimedia.org/w/index.php?curid=8046903"">Link</a>"
Mary Cassat,22 May 1844,"Allegheny City, Pennsylvania, U.S.",14 June 1926,82,Impressionism,American,"Mary Stevenson Cassatt was an American painter and printmaker. She was born in Allegheny City, Pennsylvania (Now part of Pittsburgh's North Side), but lived much of her adult life in France, where she first befriended Edgar Degas and later exhibited among the Impressionists. Cassatt often created images of the social and private lives of women, with particular emphasis on the intimate bonds between mothers and children.",40.59757,-79.63866,Tea,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f2/Mary_Cassatt_-_The_Tea_-_MFA_Boston_42.178.jpg/1280px-Mary_Cassatt_-_The_Tea_-_MFA_Boston_42.178.jpg,1880,"By <a href=""https://en.wikipedia.org/wiki/en:Mary_Cassatt"" class=""extiw"" title=""w:en:Mary Cassatt"">Mary Cassatt</a> - <a rel=""nofollow"" class=""external free"" href=""http://www.mfa.org/collections/object/the-tea-32829"">http://www.mfa.org/collections/object/the-tea-32829</a>, Public Domain, <a href=""https://commons.wikimedia.org/w/index.php?curid=29658888"">Link</a>",Summertime,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c4/Mary_Cassatt_-_Summertime_-_TFAA_1988.25.jpg/800px-Mary_Cassatt_-_Summertime_-_TFAA_1988.25.jpg,1894,"By <a href=""https://en.wikipedia.org/wiki/en:Mary_Cassatt"" class=""extiw"" title=""w:en:Mary Cassatt"">Mary Cassatt</a> - <a rel=""nofollow"" class=""external free"" href=""http://www.terraamericanart.org/collection/"">http://www.terraamericanart.org/collection/</a>, Public Domain, <a href=""https://commons.wikimedia.org/w/index.php?curid=29659261"">Link</a>",The Boating Party,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d8/Mary_Cassatt_-_The_Boating_Party_-_Google_Art_Project.jpg/1280px-Mary_Cassatt_-_The_Boating_Party_-_Google_Art_Project.jpg,1894,"By <a href=""https://en.wikipedia.org/wiki/en:Mary_Cassatt"" class=""extiw"" title=""w:en:Mary Cassatt"">Mary Cassatt</a> - <a rel=""nofollow"" class=""external text"" href=""//www.google.com/culturalinstitute/asset-viewer/5wGHW8o0QOcQ3g"">5wGHW8o0QOcQ3g at Google Cultural Institute</a> maximum zoom level, Public Domain, <a href=""https://commons.wikimedia.org/w/index.php?curid=21996808"">Link</a>",https://upload.wikimedia.org/wikipedia/commons/thumb/1/18/Mary_Cassatt_photograph_1913.jpg/1024px-Mary_Cassatt_photograph_1913.jpg,"By Durand-Ruel - <a rel=""nofollow"" class=""external free"" href=""http://digitalcollections.frick.org/digico/#/archive/Archives/Images%20of%20Artists%20Collection"">http://digitalcollections.frick.org/digico/#/archive/Archives/Images%20of%20Artists%20Collection</a>Images of Artists Collection. The Frick Collection/Frick Art Reference Library Archives., Public Domain, <a href=""https://commons.wikimedia.org/w/index.php?curid=53475261"">Link</a>"
Georgia O'Keefe,15 November 1887,"Town of Sun Prairie, Wisconsin, U.S.",6 March 1986,98,"American modernism, Precisionism",American,"Georgia Totto O'Keeffe was an American artist. She was best known for her paintings of enlarged flowers, New York skyscrapers, and New Mexico landscapes. O'Keeffe has been recognized as the ""Mother of American modernism"".",43.150473,-89.186892,Red Canna,https://upload.wikimedia.org/wikipedia/commons/thumb/8/82/Georgia_O%27Keeffe_Red_Canna_1915_Yale_University_Art_Gallery.tif/lossless-page1-368px-Georgia_O%27Keeffe_Red_Canna_1915_Yale_University_Art_Gallery.tif.png,1915,"By <a href=""https://en.wikipedia.org/wiki/en:Georgia_O%27Keeffe"" class=""extiw"" title=""w:en:Georgia O'Keeffe"">Georgia O'Keeffe</a> - <a rel=""nofollow"" class=""external text"" href=""http://artgallery.yale.edu/collections/objects/33730"">Yale University Art Gallery</a>, Public Domain, <a href=""https://commons.wikimedia.org/w/index.php?curid=55040095"">Link</a>",Blue and Green Music,https://upload.wikimedia.org/wikipedia/commons/2/26/Blue-green.jpg,1921,"By <a href=""https://en.wikipedia.org/wiki/en:Georgia_O%27Keeffe"" class=""extiw"" title=""w:en:Georgia O'Keeffe"">Georgia O'Keeffe</a> - <a rel=""nofollow"" class=""external free"" href=""http://www.artic.edu/aic/collections/citi/images/standard/WebLarge/WebImg_000080/4162_672427.jpg"">http://www.artic.edu/aic/collections/citi/images/standard/WebLarge/WebImg_000080/4162_672427.jpg</a>, Public Domain, <a href=""https://commons.wikimedia.org/w/index.php?curid=5751466"">Link</a>","My Shanty, Lake George",https://upload.wikimedia.org/wikipedia/commons/c/c7/OKeeffe-My_Shanty.jpg,1922,"By <a href=""https://en.wikipedia.org/wiki/en:Georgia_O%27Keeffe"" class=""extiw"" title=""w:en:Georgia O'Keeffe"">Georgia O'Keeffe</a> - <a rel=""nofollow"" class=""external free"" href=""http://www.phillipscollection.org/research/american_art/artwork/OKeeffe-My_Shanty+.htm"">http://www.phillipscollection.org/research/american_art/artwork/OKeeffe-My_Shanty+.htm</a>, Public Domain, <a href=""https://commons.wikimedia.org/w/index.php?curid=55076108"">Link</a>",https://upload.wikimedia.org/wikipedia/commons/thumb/b/b4/O%27Keeffe-%28hands%29.jpg/800px-O%27Keeffe-%28hands%29.jpg,"By <a href=""https://en.wikipedia.org/wiki/en:Alfred_Stieglitz"" class=""extiw"" title=""w:en:Alfred Stieglitz"">Alfred Stieglitz</a> - <a rel=""nofollow"" class=""external free"" href=""http://www.artic.edu/aic/collections/citi/images/standard/WebLarge/WebImg_000053/78993_349420.jpg"">http://www.artic.edu/aic/collections/citi/images/standard/WebLarge/WebImg_000053/78993_349420.jpg</a>, Public Domain, <a href=""https://commons.wikimedia.org/w/index.php?curid=5758481"">Link</a>"
M. C. Escher,17 June 1898,"Leeuwarden, Netherlands",27 March 1972,73,Modern,Dutch,"Maurits Cornelis Escher was a Dutch graphic artist who made mathematically-inspired woodcuts, lithographs, and mezzotints. Despite wide popular interest, Escher was for long somewhat neglected in the art world, even in his native Netherlands. He was 70 before a retrospective exhibition was held. In the twenty-first century, he became more widely appreciated, with exhibitions across the world. ",53.203411,5.79131,Hand with Reflecting Sphere,https://upload.wikimedia.org/wikipedia/en/6/66/Hand_with_Reflecting_Sphere.jpg,1935,"By <a rel=""nofollow"" class=""external text"" href=""http://www.mcescher.com/"">Official M.C. Escher website.</a>, <a href=""//en.wikipedia.org/wiki/File:Hand_with_Reflecting_Sphere.jpg"" title=""Fair use"">Fair use</a>, <a href=""https://en.wikipedia.org/w/index.php?curid=9174116"">Link</a>",Relativity,https://upload.wikimedia.org/wikipedia/en/a/a3/Escher%27s_Relativity.jpg,1953,"<a href=""//en.wikipedia.org/wiki/File:Escher%27s_Relativity.jpg"" title=""Fair use"">Fair use</a>, <a href=""https://en.wikipedia.org/w/index.php?curid=29612930"">Link</a>",Waterfall,https://upload.wikimedia.org/wikipedia/en/e/e8/Escher_Waterfall.jpg,1961,"<a href=""//en.wikipedia.org/wiki/File:Escher_Waterfall.jpg"" title=""Fair use"">Fair use</a>, <a href=""https://en.wikipedia.org/w/index.php?curid=3473571"">Link</a>",https://upload.wikimedia.org/wikipedia/commons/thumb/4/4d/Maurits_Cornelis_Escher.jpg/800px-Maurits_Cornelis_Escher.jpg,"By Photographer: Hans Peters (ANEFO) - <a rel=""nofollow"" class=""external text"" href=""http://proxy.handle.net/10648/abd864f0-d0b4-102d-bcf8-003048976d84"">Ga het na (Nationaal Archief NL)</a>, <a href=""https://creativecommons.org/licenses/by-sa/3.0"" title=""Creative Commons Attribution-Share Alike 3.0"">CC BY-SA 3.0</a>, <a href=""https://commons.wikimedia.org/w/index.php?curid=35966994"">Link</a>"
